,predictGap,pos,timeFrag,traffic1_1,traffic1_2,traffic1_3,traffic1_4,traffic2_1,traffic2_2,traffic2_3,traffic2_4,traffic3_1,traffic3_2,traffic3_3,traffic3_4,w1_weatherLevel,w1_temperature,w1_pm2.5,w2_weatherLevel,w2_temperature,w2_pm2.5,w3_weatherLevel,w3_temperature,w3_pm2.5,requestNum1,requestNum2,requestNum3,responseNum1,responseNum2,responseNum3,gap1,gap2,gap3,meanPrice1,meanPrice2,meanPrice3,totalPrice1,totalPrice2,totalPrice3,facility19#3,facility20,facility19,facility20#8,facility11#8,facility13#4,facility24#1,facility11#4,date2week,isHoliday,time_fragment,isRushHour,transOrders1,transOrders2,transOrders3,isWeek,isWeatherDecrease,sameZoneRate,before3DestOrders
5632,0,32,2016-01-10-130,170,14,3,3,124,16,3,5,163,13,5,1,4,7.0,177,4,8.0,143,4,7.0,177,1,8,3,1,5,2,0,3,1,16.0,9.75,9.66666666667,16.0,78.0,29.0,1909,1162,13363,3818,1826,1577,830,581,7,1,127,1,1,4,2,2,0,0.893939393939,13
5633,3,32,2016-01-10-142,91,10,1,6,116,13,0,7,101,14,1,1,4,9.0,129,4,7.0,177,4,8.0,129,2,4,1,2,1,1,0,3,0,17.0,22.0,17.0,34.0,88.0,17.0,1909,1162,13363,3818,1826,1577,830,581,7,1,139,0,2,4,1,2,0,0.862068965517,7
5634,1,33,2016-01-10-46,161,66,5,2,129,16,2,9,130,39,5,1,8,6.0,153,8,6.0,153,8,6.0,153,5,2,3,4,2,3,1,0,0,35.6,18.5,15.3333333333,178.0,37.0,46.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,43,1,4,2,3,2,0,0.769230769231,6
5635,0,33,2016-01-10-58,217,61,21,14,236,80,21,19,245,69,17,12,4,7.0,155,4,7.0,155,4,7.0,155,6,11,7,6,10,7,0,1,0,27.0,19.2727272727,31.4285714286,162.0,212.0,220.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,55,1,6,8,7,2,0,0.783783783784,14
5636,3,33,2016-01-10-70,204,46,19,12,239,63,12,5,249,79,22,11,2,7.0,173,2,7.0,173,2,7.0,173,6,6,11,6,3,8,0,3,3,20.3333333333,22.8333333333,19.6363636364,122.0,137.0,216.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,67,0,5,6,10,2,0,0.813953488372,10
5637,0,33,2016-01-10-82,278,80,16,9,277,43,31,11,258,73,32,21,8,7.0,192,8,7.0,192,8,7.0,192,11,14,14,10,13,11,1,1,3,36.8181818182,21.1428571429,21.0714285714,405.0,296.0,295.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,79,0,11,11,13,2,0,0.84140969163,32
5638,0,33,2016-01-10-94,260,70,18,18,254,95,19,21,255,45,23,7,8,7.0,183,8,7.0,183,8,7.0,183,11,4,6,9,3,6,2,1,0,17.4545454545,36.0,26.5,192.0,144.0,159.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,91,0,9,4,5,2,0,0.832335329341,18
5639,0,33,2016-01-10-106,260,111,18,13,260,85,32,8,247,68,23,17,4,7.0,180,4,7.0,180,4,7.0,180,10,13,14,9,12,14,1,1,0,13.7,14.4615384615,14.5714285714,137.0,188.0,204.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,103,1,9,8,12,2,0,0.819607843137,20
5640,2,33,2016-01-10-118,254,70,19,4,226,76,16,16,237,74,21,15,4,7.0,156,4,7.0,156,4,7.0,156,7,5,8,6,5,8,1,0,0,16.4285714286,20.4,18.625,115.0,102.0,149.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,115,0,7,4,7,2,0,0.880681818182,17
5641,1,33,2016-01-10-130,234,62,13,5,261,56,19,13,202,76,15,11,4,7.0,177,4,8.0,143,4,7.0,177,8,8,4,7,7,4,1,1,0,19.375,24.875,32.5,155.0,199.0,130.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,127,1,5,7,4,2,0,0.798701298701,18
5642,2,33,2016-01-10-142,189,39,14,4,210,51,10,4,187,33,11,7,4,9.0,129,4,7.0,177,4,8.0,129,2,1,8,1,1,4,1,0,4,27.0,25.0,40.25,54.0,25.0,322.0,2822,4648,8881,8466,5146,1494,1992,2324,7,1,139,0,2,1,8,2,0,0.80198019802,5
5643,0,34,2016-01-10-46,230,43,14,2,250,38,3,7,206,29,12,4,8,6.0,153,8,6.0,153,8,6.0,153,6,4,1,6,4,1,0,0,0,21.7166666667,32.125,35.0,130.3,128.5,35.0,1743,1577,12367,6059,6889,1826,830,2822,7,1,43,1,6,4,1,2,0,0.605504587156,10
5644,0,34,2016-01-10-58,253,32,13,9,235,46,20,9,249,34,13,5,4,7.0,155,4,7.0,155,4,7.0,155,8,12,9,8,8,9,0,4,0,20.05,28.4416666667,22.4666666667,160.4,341.3,202.2,1743,1577,12367,6059,6889,1826,830,2822,7,1,55,1,8,12,9,2,0,0.694835680751,18
5645,16,34,2016-01-10-70,235,65,11,16,281,63,14,5,264,48,18,7,2,7.0,173,2,7.0,173,2,7.0,173,26,16,22,7,9,11,19,7,11,32.8307692308,32.45625,33.6818181818,853.6,519.3,741.0,1743,1577,12367,6059,6889,1826,830,2822,7,1,67,0,23,15,22,2,0,0.751612903226,15
5646,7,34,2016-01-10-82,260,52,11,22,264,44,15,13,261,50,21,10,8,7.0,192,8,7.0,192,8,7.0,192,17,14,25,11,6,16,6,8,9,25.8882352941,21.3071428571,23.196,440.1,298.3,579.9,1743,1577,12367,6059,6889,1826,830,2822,7,1,79,0,14,12,21,2,0,0.789655172414,20
5647,0,34,2016-01-10-94,266,76,9,18,234,52,16,13,270,57,17,2,8,7.0,183,8,7.0,183,8,7.0,183,11,14,17,8,12,13,3,2,4,26.1363636364,17.9857142857,21.8176470588,287.5,251.8,370.9,1743,1577,12367,6059,6889,1826,830,2822,7,1,91,0,9,9,13,2,0,0.721238938053,31
5648,0,34,2016-01-10-106,265,79,39,18,272,80,31,18,291,64,29,15,4,7.0,180,4,7.0,180,4,7.0,180,14,15,12,14,13,11,0,2,1,21.6071428571,17.2466666667,33.7,302.5,258.7,404.4,1743,1577,12367,6059,6889,1826,830,2822,7,1,103,1,8,11,10,2,0,0.772532188841,47
5649,0,34,2016-01-10-118,237,68,15,10,246,68,17,10,238,58,16,7,4,7.0,156,4,7.0,156,4,7.0,156,9,12,10,9,11,8,0,1,2,18.4444444444,12.4166666667,21.99,166.0,149.0,219.9,1743,1577,12367,6059,6889,1826,830,2822,7,1,115,0,5,5,5,2,0,0.831683168317,42
5650,2,34,2016-01-10-130,239,60,10,14,249,68,16,21,250,52,28,14,4,7.0,177,4,8.0,143,4,7.0,177,11,8,9,7,5,8,4,3,1,33.5636363636,34.5375,14.6,369.2,276.3,131.4,1743,1577,12367,6059,6889,1826,830,2822,7,1,127,1,9,8,8,2,0,0.818791946309,21
5651,0,34,2016-01-10-142,223,25,9,0,206,29,14,0,228,26,13,3,4,9.0,129,4,7.0,177,4,8.0,129,1,3,1,0,1,1,1,2,0,48.0,44.6666666667,33.0,48.0,134.0,33.0,1743,1577,12367,6059,6889,1826,830,2822,7,1,139,0,1,3,1,2,0,0.777777777778,7
5652,2,35,2016-01-10-46,201,24,10,4,154,30,14,3,158,26,5,3,8,6.0,153,8,6.0,153,8,6.0,153,5,5,3,5,4,2,0,1,1,13.4,43.2,7.33333333333,67.0,216.0,22.0,1577,2075,10707,2739,2075,498,747,2988,7,1,43,1,2,3,1,2,0,0.84,17
5653,1,35,2016-01-10-58,267,53,8,4,274,40,12,9,282,44,25,11,4,7.0,155,4,7.0,155,4,7.0,155,16,13,9,13,12,9,3,1,0,40.33125,25.5384615385,27.6444444444,645.3,332.0,248.8,1577,2075,10707,2739,2075,498,747,2988,7,1,55,1,14,12,9,2,0,0.914383561644,51
5654,0,35,2016-01-10-70,325,36,4,14,279,46,18,6,264,52,15,7,2,7.0,173,2,7.0,173,2,7.0,173,15,11,18,14,11,17,1,0,1,30.66,40.7909090909,22.9611111111,459.9,448.7,413.3,1577,2075,10707,2739,2075,498,747,2988,7,1,67,0,13,9,12,2,0,0.867256637168,27
5655,0,35,2016-01-10-82,251,45,11,15,292,31,12,8,319,33,5,8,8,7.0,192,8,7.0,192,8,7.0,192,12,15,17,12,14,16,0,1,1,21.7333333333,25.3466666667,25.9235294118,260.8,380.2,440.7,1577,2075,10707,2739,2075,498,747,2988,7,1,79,0,10,14,15,2,0,0.905444126074,27
5656,1,35,2016-01-10-94,253,24,33,4,287,45,8,12,261,54,14,8,8,7.0,183,8,7.0,183,8,7.0,183,15,21,21,13,19,21,2,2,0,30.22,30.580952381,34.9095238095,453.3,642.2,733.1,1577,2075,10707,2739,2075,498,747,2988,7,1,91,0,12,18,19,2,0,0.866459627329,29
5657,1,35,2016-01-10-106,258,55,16,5,286,60,18,11,325,54,13,6,4,7.0,180,4,7.0,180,4,7.0,180,23,19,24,23,19,23,0,0,1,24.9826086957,28.0105263158,34.7041666667,574.6,532.2,832.9,1577,2075,10707,2739,2075,498,747,2988,7,1,103,1,20,14,19,2,0,0.856796116505,50
5658,2,35,2016-01-10-118,321,40,5,10,292,44,8,2,270,37,7,8,4,7.0,156,4,7.0,156,4,7.0,156,16,9,7,15,8,7,1,1,0,19.73125,27.4,18.3857142857,315.7,246.6,128.7,1577,2075,10707,2739,2075,498,747,2988,7,1,115,0,13,8,5,2,0,0.910891089109,54
5659,0,35,2016-01-10-130,239,27,15,7,265,36,10,6,270,50,9,3,4,7.0,177,4,8.0,143,4,7.0,177,5,7,10,5,6,9,0,1,1,15.8,20.5857142857,29.04,79.0,144.1,290.4,1577,2075,10707,2739,2075,498,747,2988,7,1,127,1,3,5,8,2,0,0.901840490798,45
5660,0,35,2016-01-10-142,200,26,1,5,185,25,9,5,243,24,12,2,4,9.0,129,4,7.0,177,4,8.0,129,3,2,11,3,1,7,0,1,4,30.3333333333,72.5,23.8181818182,91.0,145.0,262.0,1577,2075,10707,2739,2075,498,747,2988,7,1,139,0,3,2,10,2,0,0.943925233645,21
5661,0,36,2016-01-10-46,247,20,6,13,249,21,1,8,196,25,7,8,8,6.0,153,8,6.0,153,8,6.0,153,13,9,17,12,9,16,1,0,1,14.0692307692,14.3444444444,13.7882352941,182.9,129.1,234.4,747,1079,4897,1079,3569,4067,830,4565,7,1,43,1,12,9,16,2,0,0.844827586207,13
5662,2,36,2016-01-10-58,327,57,18,9,326,45,11,13,299,39,12,14,4,7.0,155,4,7.0,155,4,7.0,155,65,53,40,64,52,39,1,1,1,10.8676923077,11.1283018868,7.795,706.4,589.8,311.8,747,1079,4897,1079,3569,4067,830,4565,7,1,55,1,34,43,33,2,0,0.88589540412,74
5663,4,36,2016-01-10-70,312,61,22,9,341,47,14,10,313,51,7,10,2,7.0,173,2,7.0,173,2,7.0,173,55,86,47,53,82,45,2,4,2,12.6345454545,8.12674418605,9.52765957447,694.9,698.9,447.8,747,1079,4897,1079,3569,4067,830,4565,7,1,67,0,35,47,38,2,0,0.879548306148,92
5664,3,36,2016-01-10-82,367,46,23,9,325,43,12,11,338,39,17,11,8,7.0,192,8,7.0,192,8,7.0,192,52,58,46,52,58,46,0,0,0,14.0019230769,10.4586206897,8.04347826087,728.1,606.6,370.0,747,1079,4897,1079,3569,4067,830,4565,7,1,79,0,49,55,35,2,0,0.903225806452,70
5665,7,36,2016-01-10-94,354,55,27,11,371,57,16,12,351,57,16,5,8,7.0,183,8,7.0,183,8,7.0,183,33,46,43,31,45,43,2,1,0,12.8575757576,14.0260869565,12.0720930233,424.3,645.2,519.1,747,1079,4897,1079,3569,4067,830,4565,7,1,91,0,29,42,40,2,0,0.878306878307,92
5666,1,36,2016-01-10-106,357,56,24,10,310,69,27,8,344,65,28,22,4,7.0,180,4,7.0,180,4,7.0,180,37,40,35,37,38,35,0,2,0,9.74864864865,11.4375,9.86,360.7,457.5,345.1,747,1079,4897,1079,3569,4067,830,4565,7,1,103,1,34,37,33,2,0,0.908682634731,92
5667,0,36,2016-01-10-118,327,55,22,16,329,56,23,17,331,44,27,14,4,7.0,156,4,7.0,156,4,7.0,156,17,28,29,17,28,26,0,0,3,8.51764705882,9.55714285714,10.2896551724,144.8,267.6,298.4,747,1079,4897,1079,3569,4067,830,4565,7,1,115,0,14,27,23,2,0,0.908212560386,81
5668,0,36,2016-01-10-130,336,31,10,13,317,67,12,12,288,40,26,9,4,7.0,177,4,8.0,143,4,7.0,177,15,14,14,15,14,14,0,0,0,13.16,8.94285714286,12.9571428571,197.4,125.2,181.4,747,1079,4897,1079,3569,4067,830,4565,7,1,127,1,15,14,12,2,0,0.893687707641,108
5669,0,36,2016-01-10-142,240,24,8,16,265,40,21,11,247,51,16,9,4,9.0,129,4,7.0,177,4,8.0,129,8,11,4,6,3,3,2,8,1,12.25,27.6363636364,61.0,98.0,304.0,244.0,747,1079,4897,1079,3569,4067,830,4565,7,1,139,0,3,11,4,2,0,0.87962962963,30
5670,52,37,2016-01-10-46,1228,163,40,24,1162,160,47,68,1093,139,35,36,8,6.0,153,8,6.0,153,8,6.0,153,71,38,30,42,32,28,29,6,2,17.2887323944,20.6105263158,19.8333333333,1227.5,783.2,595.0,21331,37433,72044,61005,33781,18343,77024,42828,7,1,43,1,61,35,26,2,0,0.698032961191,85
5671,31,37,2016-01-10-58,1474,290,75,59,1486,290,70,84,1503,274,97,59,4,7.0,155,4,7.0,155,4,7.0,155,126,126,103,119,123,100,7,3,3,20.0603174603,17.0047619048,14.6932038835,2527.6,2142.6,1513.4,21331,37433,72044,61005,33781,18343,77024,42828,7,1,55,1,108,101,77,2,0,0.809435133457,274
5672,100,37,2016-01-10-70,1446,292,118,94,1371,269,108,86,1327,297,101,78,2,7.0,173,2,7.0,173,2,7.0,173,185,164,132,130,123,112,55,41,20,14.7524324324,17.2579268293,17.8,2729.2,2830.3,2349.6,21331,37433,72044,61005,33781,18343,77024,42828,7,1,67,0,142,132,108,2,0,0.821436875145,297
5673,83,37,2016-01-10-82,1378,355,112,79,1368,324,109,57,1407,316,108,68,8,7.0,192,8,7.0,192,8,7.0,192,232,197,247,176,140,175,56,57,72,17.9956896552,16.6269035533,17.763562753,4175.0,3275.5,4387.6,21331,37433,72044,61005,33781,18343,77024,42828,7,1,79,0,177,163,197,2,0,0.839073514602,389
5674,65,37,2016-01-10-94,1439,387,117,93,1396,342,138,92,1324,379,155,88,8,7.0,183,8,7.0,183,8,7.0,183,212,250,222,150,162,179,62,88,43,17.7023584906,19.9552,17.3153153153,3752.9,4988.8,3844.0,21331,37433,72044,61005,33781,18343,77024,42828,7,1,91,0,159,209,178,2,0,0.832846908994,416
5675,9,37,2016-01-10-106,1364,416,159,142,1387,479,133,107,1452,403,147,119,4,7.0,180,4,7.0,180,4,7.0,180,229,256,256,217,245,245,12,11,11,18.9240174672,17.8859375,18.48125,4333.6,4578.8,4731.2,21331,37433,72044,61005,33781,18343,77024,42828,7,1,103,1,170,201,210,2,0,0.871056873129,530
5676,7,37,2016-01-10-118,1418,419,122,76,1512,362,165,88,1307,440,132,79,4,7.0,156,4,7.0,156,4,7.0,156,146,150,158,141,147,153,5,3,5,16.1164383562,13.856,16.2816455696,2353.0,2078.4,2572.5,21331,37433,72044,61005,33781,18343,77024,42828,7,1,115,0,93,109,117,2,0,0.874385964912,431
5677,4,37,2016-01-10-130,1464,312,68,61,1473,309,100,99,1492,289,83,81,4,7.0,177,4,8.0,143,4,7.0,177,117,144,149,116,140,145,1,4,4,18.2461538462,17.0493055556,16.2073825503,2134.8,2455.1,2414.9,21331,37433,72044,61005,33781,18343,77024,42828,7,1,127,1,89,114,117,2,0,0.869367796018,387
5678,5,37,2016-01-10-142,1314,190,71,53,1252,195,69,64,1301,262,63,61,4,9.0,129,4,7.0,177,4,8.0,129,48,35,62,44,35,60,4,0,2,26.9375,20.6285714286,21.8387096774,1293.0,722.0,1354.0,21331,37433,72044,61005,33781,18343,77024,42828,7,1,139,0,35,27,46,2,0,0.868731563422,163
5679,2,38,2016-01-10-46,350,51,14,9,284,64,15,13,227,48,20,8,8,6.0,153,8,6.0,153,8,6.0,153,6,7,5,5,5,5,1,2,0,23.0,33.8857142857,37.9,138.0,237.2,189.5,4150,4067,15272,7221,3486,2241,1992,3569,7,1,43,1,6,7,5,2,0,0.889705882353,3
5680,2,38,2016-01-10-58,355,82,20,9,391,97,14,27,351,87,21,20,4,7.0,155,4,7.0,155,4,7.0,155,10,11,15,10,7,10,0,4,5,26.9,24.2818181818,38.84,269.0,267.1,582.6,4150,4067,15272,7221,3486,2241,1992,3569,7,1,55,1,9,11,15,2,0,0.858934169279,10
5681,4,38,2016-01-10-70,399,101,31,14,422,79,15,17,402,114,26,25,2,7.0,173,2,7.0,173,2,7.0,173,6,14,12,6,12,10,0,2,2,16.7666666667,28.4285714286,24.675,100.6,398.0,296.1,4150,4067,15272,7221,3486,2241,1992,3569,7,1,67,0,5,14,10,2,0,0.919137466307,26
5682,1,38,2016-01-10-82,367,96,25,27,375,116,21,19,341,117,27,25,8,7.0,192,8,7.0,192,8,7.0,192,23,20,15,18,11,13,5,9,2,24.3086956522,29.95,34.9333333333,559.1,599.0,524.0,4150,4067,15272,7221,3486,2241,1992,3569,7,1,79,0,22,20,14,2,0,0.915789473684,32
5683,0,38,2016-01-10-94,363,87,27,17,377,114,29,23,392,98,33,15,8,7.0,183,8,7.0,183,8,7.0,183,11,15,11,11,14,10,0,1,1,14.4636363636,15.4666666667,37.7363636364,159.1,232.0,415.1,4150,4067,15272,7221,3486,2241,1992,3569,7,1,91,0,7,13,10,2,0,0.827433628319,42
5684,0,38,2016-01-10-106,377,127,32,18,436,134,37,22,425,145,31,30,4,7.0,180,4,7.0,180,4,7.0,180,21,10,13,21,10,12,0,0,1,20.2047619048,21.9,19.0307692308,424.3,219.0,247.4,4150,4067,15272,7221,3486,2241,1992,3569,7,1,103,1,18,10,13,2,0,0.871428571429,46
5685,1,38,2016-01-10-118,448,114,23,17,407,107,27,23,466,106,31,33,4,7.0,156,4,7.0,156,4,7.0,156,12,15,12,11,12,12,1,3,0,27.3666666667,26.2866666667,21.45,328.4,394.3,257.4,4150,4067,15272,7221,3486,2241,1992,3569,7,1,115,0,12,13,12,2,0,0.889908256881,36
5686,0,38,2016-01-10-130,406,102,20,34,476,90,24,39,398,70,19,22,4,7.0,177,4,8.0,143,4,7.0,177,4,7,10,4,7,10,0,0,0,15.5,11.8571428571,30.54,62.0,83.0,305.4,4150,4067,15272,7221,3486,2241,1992,3569,7,1,127,1,4,5,10,2,0,0.89552238806,27
5687,1,38,2016-01-10-142,325,53,14,12,378,68,19,18,308,65,15,11,4,9.0,129,4,7.0,177,4,8.0,129,1,2,6,1,2,5,0,0,1,3.0,26.0,34.5,3.0,52.0,207.0,4150,4067,15272,7221,3486,2241,1992,3569,7,1,139,0,0,2,4,2,0,0.869565217391,18
5688,0,39,2016-01-10-46,107,12,5,6,63,3,0,3,100,8,3,1,8,6.0,153,8,6.0,153,8,6.0,153,1,3,5,1,2,3,0,0,0,8.0,71.3333333333,48.2,8.0,214.0,241.0,830,2905,7470,13114,2158,1162,498,1660,7,1,43,1,1,2,2,2,0,0.689655172414,15
5689,3,39,2016-01-10-58,128,11,1,0,173,15,3,4,158,14,3,3,4,7.0,155,4,7.0,155,4,7.0,155,5,4,11,5,4,9,0,0,2,99.2,59.75,56.4545454545,496.0,239.0,621.0,830,2905,7470,13114,2158,1162,498,1660,7,1,55,1,5,4,11,2,0,0.533333333333,26
5690,0,39,2016-01-10-70,137,14,13,8,137,17,2,5,171,26,4,6,2,7.0,173,2,7.0,173,2,7.0,173,11,12,6,11,12,6,0,0,0,84.1818181818,79.25,49.1666666667,926.0,951.0,295.0,830,2905,7470,13114,2158,1162,498,1660,7,1,67,0,11,12,6,2,0,0.692708333333,12
5691,1,39,2016-01-10-82,128,22,4,2,131,24,3,0,159,21,5,3,8,7.0,192,8,7.0,192,8,7.0,192,6,8,11,5,8,9,1,0,2,58.1666666667,57.5,37.6363636364,349.0,460.0,414.0,830,2905,7470,13114,2158,1162,498,1660,7,1,79,0,6,8,11,2,0,0.59793814433,20
5692,0,39,2016-01-10-94,145,14,11,3,115,12,8,2,125,15,8,1,8,7.0,183,8,7.0,183,8,7.0,183,6,10,11,6,9,10,0,1,1,92.3333333333,56.8,67.1818181818,554.0,568.0,739.0,830,2905,7470,13114,2158,1162,498,1660,7,1,91,0,6,10,11,2,0,0.710407239819,18
5693,1,39,2016-01-10-106,196,24,1,2,168,15,9,6,184,25,8,1,4,7.0,180,4,7.0,180,4,7.0,180,12,6,16,10,6,15,2,0,1,95.0833333333,85.6666666667,83.25,1141.0,514.0,1332.0,830,2905,7470,13114,2158,1162,498,1660,7,1,103,1,12,6,16,2,0,0.619047619048,22
5694,0,39,2016-01-10-118,156,9,7,5,111,23,3,8,137,16,5,6,4,7.0,156,4,7.0,156,4,7.0,156,12,14,15,8,13,15,4,1,0,110.75,78.4285714286,76.8,1329.0,1098.0,1152.0,830,2905,7470,13114,2158,1162,498,1660,7,1,115,0,12,14,15,2,0,0.695652173913,20
5695,10,39,2016-01-10-130,84,6,8,14,116,21,11,13,130,11,5,3,4,7.0,177,4,8.0,143,4,7.0,177,24,17,24,8,15,24,16,2,0,76.0,66.8235294118,82.3333333333,1824.0,1136.0,1976.0,830,2905,7470,13114,2158,1162,498,1660,7,1,127,1,24,17,24,2,0,0.724867724868,6
5696,2,39,2016-01-10-142,101,8,13,1,80,11,1,2,60,9,5,8,4,9.0,129,4,7.0,177,4,8.0,129,11,16,25,8,14,21,3,2,4,95.7272727273,116.6875,98.68,1053.0,1867.0,2467.0,830,2905,7470,13114,2158,1162,498,1660,7,1,139,0,11,16,25,2,0,0.77399380805,4
5697,0,40,2016-01-10-46,186,26,8,1,109,11,2,4,180,38,7,5,8,6.0,153,8,6.0,153,8,6.0,153,6,1,0,3,1,0,3,0,0,21.0833333333,36.0,0.0,126.5,36.0,0.0,996,581,8134,498,1743,747,1494,1162,7,1,43,1,6,1,0,2,0,0.677966101695,3
5698,1,40,2016-01-10-58,250,67,20,4,262,47,10,5,250,54,13,6,4,7.0,155,4,7.0,155,4,7.0,155,6,11,3,4,8,3,2,3,0,15.3333333333,24.3272727273,14.0,92.0,267.6,42.0,996,581,8134,498,1743,747,1494,1162,7,1,55,1,5,11,3,2,0,0.844444444444,12
5699,1,40,2016-01-10-70,222,58,12,5,240,37,17,11,268,31,10,9,2,7.0,173,2,7.0,173,2,7.0,173,11,7,7,7,6,6,4,1,1,24.0454545455,21.5714285714,33.6571428571,264.5,151.0,235.6,996,581,8134,498,1743,747,1494,1162,7,1,67,0,8,4,6,2,0,0.869565217391,34
5700,0,40,2016-01-10-82,287,44,17,6,294,45,10,9,276,23,14,8,8,7.0,192,8,7.0,192,8,7.0,192,11,9,7,7,9,7,4,0,0,28.2727272727,19.8888888889,13.7142857143,311.0,179.0,96.0,996,581,8134,498,1743,747,1494,1162,7,1,79,0,10,8,4,2,0,0.876595744681,50
5701,0,40,2016-01-10-94,261,52,9,15,268,50,23,13,217,37,5,5,8,7.0,183,8,7.0,183,8,7.0,183,13,13,5,13,12,4,0,1,1,21.0769230769,16.8076923077,30.0,274.0,218.5,150.0,996,581,8134,498,1743,747,1494,1162,7,1,91,0,11,11,5,2,0,0.833333333333,26
5702,1,40,2016-01-10-106,263,52,9,5,314,61,9,5,252,51,6,6,4,7.0,180,4,7.0,180,4,7.0,180,8,10,11,8,10,11,0,0,0,15.675,21.6,23.0,125.4,216.0,253.0,996,581,8134,498,1743,747,1494,1162,7,1,103,1,7,9,10,2,0,0.819512195122,40
5703,1,40,2016-01-10-118,291,76,11,6,323,61,10,17,266,40,17,11,4,7.0,156,4,7.0,156,4,7.0,156,11,13,8,10,12,8,1,1,0,32.0090909091,21.8846153846,12.375,352.1,284.5,99.0,996,581,8134,498,1743,747,1494,1162,7,1,115,0,10,11,7,2,0,0.886010362694,26
5704,0,40,2016-01-10-130,290,40,22,10,275,28,14,12,253,40,8,3,4,7.0,177,4,8.0,143,4,7.0,177,12,3,7,10,3,6,2,0,1,20.25,19.0,29.1428571429,243.0,57.0,204.0,996,581,8134,498,1743,747,1494,1162,7,1,127,1,11,3,6,2,0,0.909871244635,17
5705,0,40,2016-01-10-142,227,25,6,1,192,50,6,4,196,43,14,5,4,9.0,129,4,7.0,177,4,8.0,129,6,2,1,5,1,1,1,1,0,30.0,29.5,7.0,180.0,59.0,7.0,996,581,8134,498,1743,747,1494,1162,7,1,139,0,4,1,1,2,0,0.955882352941,11
5706,0,41,2016-01-10-46,139,26,11,0,160,22,2,8,151,19,10,3,8,6.0,153,8,6.0,153,8,6.0,153,8,5,4,4,5,3,4,0,1,24.75,36.0,11.3,198.0,180.0,45.2,1328,1162,9213,1826,2573,581,1079,332,7,1,43,1,8,5,4,2,0,0.83185840708,3
5707,2,41,2016-01-10-58,244,30,1,3,238,31,7,6,257,42,2,5,4,7.0,155,4,7.0,155,4,7.0,155,10,14,13,10,10,13,0,4,0,17.1,22.0142857143,15.0384615385,171.0,308.2,195.5,1328,1162,9213,1826,2573,581,1079,332,7,1,55,1,10,13,12,2,0,0.882352941176,13
5708,1,41,2016-01-10-70,259,27,7,3,279,36,5,3,219,45,5,9,2,7.0,173,2,7.0,173,2,7.0,173,8,8,9,8,7,9,0,1,0,22.1625,30.25,15.9888888889,177.3,242.0,143.9,1328,1162,9213,1826,2573,581,1079,332,7,1,67,0,6,8,8,2,0,0.924444444444,18
5709,2,41,2016-01-10-82,313,48,11,9,275,30,7,4,267,40,9,13,8,7.0,192,8,7.0,192,8,7.0,192,10,12,13,10,12,11,0,0,2,19.43,22.35,24.8615384615,194.3,268.2,323.2,1328,1162,9213,1826,2573,581,1079,332,7,1,79,0,8,11,12,2,0,0.924050632911,25
5710,1,41,2016-01-10-94,286,50,17,5,320,35,13,3,308,56,24,8,8,7.0,183,8,7.0,183,8,7.0,183,9,11,8,8,10,7,1,1,1,16.9777777778,25.1636363636,12.875,152.8,276.8,103.0,1328,1162,9213,1826,2573,581,1079,332,7,1,91,0,9,10,7,2,0,0.862275449102,18
5711,1,41,2016-01-10-106,324,53,16,15,339,58,17,15,344,66,16,8,4,7.0,180,4,7.0,180,4,7.0,180,8,9,13,8,9,12,0,0,1,45.2125,20.5888888889,20.4846153846,361.7,185.3,266.3,1328,1162,9213,1826,2573,581,1079,332,7,1,103,1,8,8,9,2,0,0.854330708661,30
5712,0,41,2016-01-10-118,333,38,14,7,321,56,17,8,330,44,15,5,4,7.0,156,4,7.0,156,4,7.0,156,10,9,6,8,8,6,2,1,0,25.52,30.8666666667,16.5666666667,255.2,277.8,99.4,1328,1162,9213,1826,2573,581,1079,332,7,1,115,0,10,8,3,2,0,0.906832298137,32
5713,0,41,2016-01-10-130,238,32,10,5,280,56,2,6,302,46,15,8,4,7.0,177,4,8.0,143,4,7.0,177,3,2,7,3,2,6,0,0,1,10.6666666667,36.0,23.3571428571,32.0,72.0,163.5,1328,1162,9213,1826,2573,581,1079,332,7,1,127,1,3,2,5,2,0,0.891304347826,26
5714,0,41,2016-01-10-142,245,22,6,1,278,27,12,5,311,54,6,3,4,9.0,129,4,7.0,177,4,8.0,129,3,6,1,3,5,1,0,1,0,31.3333333333,11.0,15.0,94.0,66.0,15.0,1328,1162,9213,1826,2573,581,1079,332,7,1,139,0,3,6,1,2,0,0.833333333333,13
5715,1,42,2016-01-10-46,1114,189,48,27,1063,162,42,35,1080,163,37,35,8,6.0,153,8,6.0,153,8,6.0,153,33,32,26,32,26,24,1,6,2,22.1121212121,21.471875,22.2653846154,729.7,687.1,578.9,15272,34362,54863,47808,23655,6889,13695,19588,7,1,43,1,27,27,21,2,0,0.745272525028,40
